Offense Code,Offense_Category,Suggested Bin,Offense,Citation,Statute,L/D
35990003,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 1 >=4G<200G,481.112(d),HSC,F1
35990004,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 1 >=200G <400G,481.112(e),HSC,F*
35990005,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 1 >=400G,481.112(f),HSC,F*
35990006,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 2 OR 2-A <1G,481.113(b),HSC,FS
35990007,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 2 OR 2-A >=1G<4G,481.113(c),HSC,F2
35990008,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 2 OR 2-A >=4G<400G,481.113(d),HSC,F1
35990009,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 2 OR 2-A >=400G,481.113(e),HSC,F*
35990010,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 3/4 <28G,481.114(b),HSC,FS
35990011,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 3/4 >=28G<200G,481.114(c),HSC,F2
35990012,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 3/4 >=200G<400G,481.114(d),HSC,F1
35990013,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 3/4 >= 400G,481.114(e),HSC,F*
35990014,2200,bin_22_drugs_paraphernalia,POSS CS PG 1 <1G,481.115(b),HSC,FS
35990015,2200,bin_22_drugs_paraphernalia,POSS CS PG 1 >=1G<4G,481.115(c),HSC,F3
35990016,2200,bin_22_drugs_paraphernalia,POSS CS PG 1 >=4G<200G,481.115(d),HSC,F2
35990017,2200,bin_22_drugs_paraphernalia,POSS CS PG 1 >=200G<400G,481.115(e),HSC,F1
35990018,2200,bin_22_drugs_paraphernalia,POSS CS PG 1 >=400G,481.115(f),HSC,F*
35990019,2200,bin_22_drugs_paraphernalia,POSS CS PG 2 < 1G,481.116(b),HSC,FS
35990020,2200,bin_22_drugs_paraphernalia,POSS CS PG 2 >= 1G<4G,481.116(c),HSC,F3
35990021,2200,bin_22_drugs_paraphernalia,POSS CS PG 2 >= 4G<400G,481.116(d),HSC,F2
35990022,2200,bin_22_drugs_paraphernalia,POSS CS PG 2 >= 400G,481.116(e),HSC,F*
35990023,2200,bin_22_drugs_paraphernalia,POSS CS PG 3 < 28G,481.117(b),HSC,MA
35990024,2200,bin_22_drugs_paraphernalia,POSS CS PG 3 >= 28G<200G,481.117(c),HSC,F3
35990025,2200,bin_22_drugs_paraphernalia,POSS CS PG 3 >=200G<400G,481.117(d),HSC,F2
35990026,2200,bin_22_drugs_paraphernalia,POSS CS PG 3 >= 400G,481.117(e),HSC,F*
35990027,2200,bin_22_drugs_paraphernalia,POSS CS PG 4 <28G,481.118(b),HSC,MB
35990028,2200,bin_22_drugs_paraphernalia,POSS CS PG 4 >=28G<200G,481.118(c),HSC,F3
35990029,2200,bin_22_drugs_paraphernalia,POSS CS PG 4 >=200G<400G,481.118(d),HSC,F2
35990030,2200,bin_22_drugs_paraphernalia,POSS CS PG 4 >= 400G,481.118(e),HSC,F*
35990031,2200,bin_22_drugs_paraphernalia,MAN DEL CS NOT IN PG,481.119(a),HSC,MA
35990032,2200,bin_22_drugs_paraphernalia,POSS CS NOT IN PG,481.119(b),HSC,MB
35990033,2200,,,,,
35990034,2200,,,,,
35990035,2200,,,,,
35990036,2200,,,,,
35990037,2200,,,,,
35990038,2200,,,,,
35990039,2200,bin_22_drugs_paraphernalia,FORGE/INCREASE PRESCR QUANTITY/DANGER DRUG,483.045(b),HSC,MB
35990042,2200,,,,,
35990043,2200,,,,,
35990044,2200,,,,,
35990046,2200,,,,,
35990047,2200,,,,,
35990053,2200,bin_22_drugs_paraphernalia,FORGE/INCR PRESCR QUAN/DANGEROUS DRUG ENH,483.045(b),HSC,MA
35990054,2200,bin_22_drugs_paraphernalia,MAN/DEL CS CAUSE DEATH OR SBI IAT,481.141(b),HSC,F*
35990055,2200,bin_22_drugs_paraphernalia,FRAUD POSS CS/PRESCRIPTION SCH I/II,481.129(d)(1),HSC,F2
35990056,2200,,,,,
35990068,2200,,,,,
35990070,2200,bin_22_drugs_paraphernalia,DIVERSION CS PROPERTY OR PLANT,481.131(a),HSC,FS
35990071,2200,bin_22_drugs_paraphernalia,FALSE DRUG TEST FALSIFICATION DEVICE,481.133(a),HSC,MB
35990072,2200,bin_22_drugs_paraphernalia,FALSE DRUG TEST MAN/DEL SUBST/DEVICE,481.133(b),HSC,MA
35990073,2200,bin_22_drugs_paraphernalia,UNL DEL MAN W/INT SIMULATED CS,482.002(a)(1),HSC,FS
35990078,2200,bin_22_drugs_paraphernalia,DEL OFFER  DEL OF DANGEROUS DRUG,483.042,HSC,FS
35990079,2200,bin_22_drugs_paraphernalia,MAN DANGEROUS DRUG,483.043,HSC,FS
35990090,2200,bin_22_drugs_paraphernalia,FAIL TO RETAIN PRESCRIPTION-PHARMACIST,483.046(a),HSC,MB
35990091,2200,bin_22_drugs_paraphernalia,FAIL TO RETAIN PRESCRIPTION-PHARMACIST ENH,483.046(a),HSC,MA
35990092,2200,bin_22_drugs_paraphernalia,REFILL PRESCRIP W/O AUTHORIZ-PHARMACIST ENH,483.047(a),HSC,MA
35990093,2200,bin_22_drugs_paraphernalia,REFILL PRESCRIP W/O AUTHORIZ-PHARMACIST,483.047(a),HSC,MB
35990094,2200,bin_22_drugs_paraphernalia,UNAUTH COMMUNICATION OF PRESCRIPTION ENH,483.048(b),HSC,MA
35990095,2200,bin_22_drugs_paraphernalia,UNAUTH COMMUNICATION OF PRESCRIPTION,483.048(b),HSC,MB
35990096,2200,bin_22_drugs_paraphernalia,FAIL TO MAINTAIN DANGEROUS DRUG RECORDS,483.049(a),HSC,MB
35990097,2200,bin_22_drugs_paraphernalia,FAIL TO MAINTAIN DANGEROUS DRUG RECORDS ENH,483.049(a),HSC,MA
35990098,2200,bin_22_drugs_paraphernalia,REFUSE PERMIT INSPECTION OF DANGER DRUG RECORD,483.050(a),HSC,MB
35990099,2200,bin_22_drugs_paraphernalia,REF TO PERM INSPECT OF DANGER DRUG RECORD ENH,483.050(a),HSC,MA
35990100,2200,bin_22_drugs_paraphernalia,USE REVEAL DRUG TRADE SECRETS ENH,483.051(a),HSC,MA
35990101,2200,bin_22_drugs_paraphernalia,USE REVEAL DRUG TRADE SECRETS,483.051(a),HSC,MB
35990102,2200,bin_22_drugs_paraphernalia,VIOL DRUG PROVISION NOT SPECIFIED ENH,483.052(a),HSC,MA
35990103,2200,bin_22_drugs_paraphernalia,VIOL DRUG PROVISION NOT SPECIFIED,483.052(a),HSC,MB
35990105,2200,bin_22_drugs_paraphernalia,FRAUD POSS CS/PRESCRIPTION SCH III/IV,481.129(d)(2),HSC,F3
35990110,2200,bin_22_drugs_paraphernalia,FRAUD POSS CS/PRESCRIPTION SCH V,481.129(d)(3),HSC,MA
35990112,2200,,,,,
35990124,2200,,,,,
35990125,2200,,,,,
35990126,2200,,,,,
35990127,2200,,,,,
35990128,2200,,,,,
35990129,2200,,,,,
35990130,2200,,,,,
35990133,2200,bin_22_drugs_paraphernalia,POSS DANGEROUS DRUG,483.041,HSC,MA
35990134,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 1A <20 AU,481.1121(b)(1),HSC,FS
35990135,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 1A >=20<80AU,481.1121(b)(2),HSC,F2
35990136,2200,bin_22_drugs_paraphernalia,"MAN DEL CS PG 1A >=80<4,000AU",481.1121(b)(3),HSC,F1
35990137,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 1A >=4000AU,481.1121(b)(4),HSC,F*
35990138,2200,bin_22_drugs_paraphernalia,POSS CS PG 1A <20AU,481.1151(b)(1),HSC,FS
35990139,2200,bin_22_drugs_paraphernalia,POSS CS PG 1A >=20<80AU,481.1151(b)(2),HSC,F3
35990140,2200,bin_22_drugs_paraphernalia,"POSS CS PG 1A >=80<4,000AU",481.1151(b)(3),HSC,F2
35990141,2200,bin_22_drugs_paraphernalia,"POSS CS PG 1A >=4000<8,000AU",481.1151(b)(4),HSC,F1
35990142,2200,bin_22_drugs_paraphernalia,POSS CS PG 1A >=8000AU,481.1151(b)(5),HSC,F*
35990152,2200,bin_22_drugs_paraphernalia,TRANSFER RECEIPT CHEMICAL PRECURSOR,481.136,HSC,FS
35990153,2200,bin_22_drugs_paraphernalia,TRANSFER RECEIPT CHEMICAL PRECURSOR ENH,481.136,HSC,F3
35990154,2200,bin_22_drugs_paraphernalia,TRANSFER PRECURSOR SUBSTANCE UNL MAN,481.137,HSC,F3
35990155,2200,bin_22_drugs_paraphernalia,TRANSFER CHEMICAL LAB APPARATUS FOR UNL MAN,481.139,HSC,F3
35990156,2200,,,,,
35990159,2200,,,,,
35990160,2200,,,,,
35990161,2200,,,,,
35990162,2200,,,,,
35990169,2200,bin_22_drugs_paraphernalia,DEL CS/MARIJ TO MINOR,481.122,HSC,F2
35990172,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG1 USE OF CHILD,481.14,HSC,F*
35990173,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 1A USE OF CHILD,481.14,HSC,F*
35990174,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 2 USE OF CHILD,481.14,HSC,F*
35990175,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG 3/4 USE OF CHILD,481.14,HSC,F*
35990177,2200,,,,,
35990178,2200,bin_22_drugs_paraphernalia,POSS USE INHALE/INGEST VOLATILE CHEM,485.031,HSC,MB
35990179,2200,bin_22_drugs_paraphernalia,DEL TO MINOR VOLATILE CHEM,485.032(d),HSC,FS
35990180,2200,bin_22_drugs_paraphernalia,DEL TO MINOR VOLATILE CHEM W/PERMIT,485.032(e),HSC,MB
35990181,2200,bin_22_drugs_paraphernalia,DEL TO MINOR VOLATILE CHEM W/O PERMIT,485.032(f),HSC,MA
35990182,2200,bin_22_drugs_paraphernalia,INHALANT PARAPHERNALIA  USE/POSS TO INHALE,485.033,HSC,MB
35990183,2200,bin_22_drugs_paraphernalia,INHALANT PARAPHERNALIA DEL/SELL INHALENT,485.033,HSC,MA
35990184,2200,bin_22_drugs_paraphernalia,SALE W/O PERMIT VOLATILE CHEM TO PERSON U/18,485.035,HSC,MB
35990185,2200,bin_22_drugs_paraphernalia,POSS TRANSPORT CHEMICAL W/INT MAN CS PG 1/1A,481.124,HSC,F2
35990186,2200,bin_22_drugs_paraphernalia,POSS TRANSPORT CHEMICAL W/INT MAN CS PG 2,481.124,HSC,F3
35990187,2200,bin_22_drugs_paraphernalia,POSS TRANSPORT CHEMICAL W/INT MAN CS PG 3/4,481.124,HSC,FS
35990188,2200,bin_22_drugs_paraphernalia,POSS TRANSPORT CHEMICAL W/INT MAN CS NOT IN PG,481.124,HSC,MA
35990190,2200,,,,,
35990191,2200,,,,,
35990194,2200,,,,,
35990195,2200,,,,,
35990198,2200,bin_22_drugs_paraphernalia,DISPENSE DANGEROUS DRUG/CONTROLLED SUBSTANCE,142.03,HSC,MA
35990199,2200,bin_22_drugs_paraphernalia,MISREPRESENT DIMETHYL SULFOXIDE (DMSO),439.016,HSC,MB
35990200,2200,bin_22_drugs_paraphernalia,RESTRICT MAN/DISTB/SALE OF DIMETHZE SULFOXIDE,439.017,HSC,MB
35990201,2200,bin_22_drugs_paraphernalia,CONTRIBUTE TO DELINQUENCY OF NARCOTIC ADDICT,463.011,HSC,M*
35990202,2200,,,,,
35990203,2200,,,,,
35990204,2200,bin_22_drugs_paraphernalia,AREA QUARANTINE FOR ENVIROMENTAL/TOXIC AGENT,508.004,HSC,F3
35990205,2200,bin_22_drugs_paraphernalia,FRAUD POSS/MAN W/INT CS/PRESCRIPTION,481.129(e),HSC,MA
35990208,2200,,,,,
35990209,2200,,,,,
35990210,2200,bin_22_drugs_paraphernalia,CONTRABAND CORRECTIONS FACIL EMPLOY/VOLUNTEER,38.114,PC,MB
35990211,2200,bin_22_drugs_paraphernalia,PROH SUB CORR/CIV COM FACIL-ATTEMPT,38.11(h),PC,F3
35990213,2200,bin_22_drugs_paraphernalia,POSS CS PG 2-A <= 2OZ,481.1161(b)(1),HSC,MB
35990214,2200,bin_22_drugs_paraphernalia,POSS CS PG 2-A > 2OZ <= 4OZ,481.1161(b)(2),HSC,MA
35990215,2200,bin_22_drugs_paraphernalia,POSS CS PG 2-A > 4OZ <= 5LB,481.1161(b)(3),HSC,FS
35990216,2200,bin_22_drugs_paraphernalia,POSS CS PG 2-A > 5LB <= 50LB,481.1161(b)(4),HSC,F3
35990217,2200,bin_22_drugs_paraphernalia,POSS CS PG 2-A > 50LB <= 2000LB,481.1161(b)(5),HSC,F2
35990218,2200,bin_22_drugs_paraphernalia,POSS CS PG 2-A > 2000LB,481.1161(b)(6),HSC,F*
35990219,2200,bin_22_drugs_paraphernalia,DIVERT CS FOR PERSONAL USE,481.1285(c),HSC,FS
35990220,2200,bin_22_drugs_paraphernalia,DIVERT CS FOR ANOTHER PERSONS USE,481.1285(c),HSC,F3
35990221,2200,bin_22_drugs_paraphernalia,FRAUD INTENT OBTAIN CS SCH I/II,481.129(d-1)(1),HSC,F2
35990222,2200,bin_22_drugs_paraphernalia,FRAUD INTENT OBTAIN CS SCH III/IV,481.129(d-1)(2),HSC,F3
35990223,2200,bin_22_drugs_paraphernalia,FRAUD INTENT OBTAIN CS SCH V,481.129(d-1)(3),HSC,MA
35990224,2200,bin_22_drugs_paraphernalia,FRAUD DEL CS/PRESCRIPTION SCH II/SCRIPT FORM,481.129(f)(1),HSC,F2
35990225,2200,bin_22_drugs_paraphernalia,FRAUD DEL CS/PRESCRIPTION SCH III/IV/V,481.129(f)(2),HSC,F3
35990226,2200,bin_22_drugs_paraphernalia,FRAUD POSS CS SCRIPT SCH II/III/SCRIPT FORM,481.129(g)(1),HSC,FS
35990227,2200,bin_22_drugs_paraphernalia,FRAUD POSS CS PRESCRIPTION SCH IV/V,481.129(g)(2),HSC,MB
35990228,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG1 <1G DFZ IAT,481.134(d),HSC,F3
35990229,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG2/2-A <1G DFZ IAT,481.134(d),HSC,F3
35990230,2200,bin_22_drugs_paraphernalia,MAN DEL CS PG3/4 <28G DFZ IAT,481.134(d),HSC,F3
35990231,2200,bin_22_drugs_paraphernalia,POSS CS PG1 <1G DFZ IAT,481.134(d),HSC,F3
35990232,2200,bin_22_drugs_paraphernalia,POSS CS PG2 <1G DFZ IAT,481.134(d),HSC,F3
35990233,2200,bin_22_drugs_paraphernalia,POSS CS PG3 <28G DFZ IAT,481.134(e),HSC,FS
35990234,2200,bin_22_drugs_paraphernalia,MAN DEL CS NOT IN PG DFZ IAT,481.134(e),HSC,FS
35990235,2200,bin_22_drugs_paraphernalia,POSS CS PG4 <28G DFZ IAT,481.134(f),HSC,MA
35990236,2200,bin_22_drugs_paraphernalia,POSS CS NOT IN PG DFZ IAT,481.134(f),HSC,MA
35990237,2200,bin_22_drugs_paraphernalia,MAN DEL PG1-A AU <20 DFZ IAT,481.134(d),HSC,F3
35990238,2200,bin_22_drugs_paraphernalia,POSS PG1-A AU <20 DFZ IAT,481.134(d),HSC,F3
35990239,2200,bin_22_drugs_paraphernalia,MISLABELED ABUSABLE SYNTH SUB W/PREV CONV IAT,484.002(b),HSC,MA
35990240,2200,bin_22_drugs_paraphernalia,REGISTRANT/DISPENSER COMMERCIAL VIOL,481.128(c),HSC,FS
35990241,2200,bin_22_drugs_paraphernalia,UNAUTH DISCL INFO FROM TRIPL PERSCRIP,481.127(b),HSC,FS
36010000,400,,,,,
36010001,400,,,,,
36010002,400,,,,,
36010003,400,,,,,
36010004,400,,,,,
36010005,400,bin_04_sexual_assault,INDECENCY W/CHILD SEXUAL CONTACT,21.11(d),PC,F2
36060001,400,bin_04_sexual_assault,BESTIALITY,21.09(b),PC,FS
36060002,400,bin_04_sexual_assault,BESTIALITY CHILD <18 PRESENT/SBI/DEATH OF ANIM,21.09(b),PC,F2
36120000,400,,,,,
36120003,400,,,,,
36120005,400,,,,,
36140000,400,,,,,
36140001,400,bin_04_sexual_assault,INDECENCY W/A CHILD EXPOSES,21.11(d),PC,F3
36150001,400,bin_04_sexual_assault,INDECENT EXPOSURE,21.08(b),PC,MB
36190002,400,,,,,
36190003,400,bin_04_sexual_assault,VOYEURISM: 2 OR MORE CONVICTIONS,21.17(c),PC,MB
36190004,400,bin_04_sexual_assault,VOYEURISM: VICTIM UNDER 14 YOA,21.17(d),PC,FS
36230001,400,bin_04_sexual_assault,INDECENT ASSAULT,22.012(b),PC,MA
36990002,400,bin_04_sexual_assault,PROH SEXUAL CONDUCT,25.02,PC,F3
36990003,400,bin_04_sexual_assault,FAIL TO REPORT AGG SEXUAL ASSLT OF CHILD,38.17,PC,MA
36990005,400,bin_04_sexual_assault,FAIL TO COMPLY SEX OFFENDERS DUTY TO REG CIVIL,62.203,CCP,F2
36990006,400,bin_04_sexual_assault,FAIL TO COMPLY SEX OFFENDERS DUTY TO REG 10YRS,62.102(b)(1),CCP,FS
36990007,400,bin_04_sexual_assault,FAIL TO COMPLY SEX OFF DUTY TO REG LIFE/ANNUAL,62.102(b)(2),CCP,F3
36990008,400,bin_04_sexual_assault,FAIL TO COMPLY SEX OFF DUTY TO REG LIFE/90 DAY,62.102(b)(3),CCP,F2
36990009,400,bin_04_sexual_assault,FAIL TO COMPLY SEX OFF DUTY TO REG W/PREV IAT,62.102(c),CCP,F*
36990011,2300,bin_23_sexual_related_materials_prohibited,PROH OWN/OPERATE/MANAGE BUSINESS BY SEX OFFEND,46.002,BCC,MA
36990013,2300,,,,,
36990014,2300,,,,,
36990015,2300,,,,,
36990016,2300,,,,,
36990018,2300,,,,,
36990019,2300,,,,,
36990020,400,bin_04_sexual_assault,PROH SEXUAL CONDUCT WITH ANCESTOR/DESCENDANT,25.02(c),PC,F2
36990022,2300,,,,,
36990023,2300,,,,,
36990024,2300,,,,,
36990025,2300,,,,,
36990026,2300,,,,,
36990028,2300,bin_23_sexual_related_materials_prohibited,INVASIVE VISUAL RECORDING,21.15(c),PC,FS
36990029,2300,bin_23_sexual_related_materials_prohibited,INVASIVE VISUAL RECORDING BATH/DRESS RM,21.15(c),PC,FS
36990030,2300,bin_23_sexual_related_materials_prohibited,SEXUAL COERCION,21.18(e),PC,FS
36990031,2300,bin_23_sexual_related_materials_prohibited,SEXUAL COERCION PREV CONVICTION IAT,21.18(e),PC,F3
36990032,2300,,,,,
37040001,2300,,,,,
37040002,2300,,,,,
37040007,2300,bin_23_sexual_related_materials_prohibited,POSS CERTAIN VIS MAT PREV CONV,43.261(d)(1),PC,MB
37040008,2300,bin_23_sexual_related_materials_prohibited,POSS CERTAIN VIS MAT 2+ CONV,43.261(d)(2),PC,MA
37040009,2300,bin_23_sexual_related_materials_prohibited,POSS OF CHILD PORNOGRAPHY,43.26(d),PC,F3
37040010,2300,bin_23_sexual_related_materials_prohibited,POSS OF CHILD PORNOGRAPHY W/PREV CONV IAT,43.26(d)(1),PC,F2
37040011,2300,bin_23_sexual_related_materials_prohibited,POSS OF CHILD PORNOGRAPHY W/2+ PREV CONV IAT,43.26(d)(2),PC,F1
37040012,2300,bin_23_sexual_related_materials_prohibited,POSS/PROMOTE LEWD VISUAL MATERIAL DEPICT CHILD,43.262(c),PC,FS
37040013,2300,bin_23_sexual_related_materials_prohibited,POSS/PRMT LEWD VISUAL MATER DPCT CHLD PREV IAT,43.262(c)(1),PC,F3
37040014,2300,bin_23_sexual_related_materials_prohibited,POSS/PRMT LEWD VIS MATER DPCT CHLD 2+ PREV IAT,43.262(c)(2),PC,F2
37050001,2300,bin_23_sexual_related_materials_prohibited,PROMOTE CERTAIN VIS MAT: HARASS/PREV CONV,43.261(c)(1),PC,MB
37050002,2300,bin_23_sexual_related_materials_prohibited,PROMOTE CERTAIN VIS MAT:1+ HARASS/2+ CONV,43.261(c)(2),PC,MA
37050003,2300,bin_23_sexual_related_materials_prohibited,OBSCENE WHOLESALE PROMOTION,43.23(b),PC,FS
37050004,2300,bin_23_sexual_related_materials_prohibited,POSS W/INT TO PROMOTE CHILD PORNOGRAPHY,43.26(g),PC,F2
37050005,2300,bin_23_sexual_related_materials_prohibited,POSS W/INT PROMOT CHILD PORNOGRAPHY W/PREV IAT,43.26(g),PC,F1
37990002,2300,bin_23_sexual_related_materials_prohibited,OBSCENE PROMOTE/PRODUCE/DIRECT,43.23(d),PC,MA
37990003,2300,bin_23_sexual_related_materials_prohibited,TECHNICIAN INTENTIONALLY FAIL TO REPORT IMAGE,109.003(a),BCC,MB
37990004,2300,bin_23_sexual_related_materials_prohibited,SALE/DISTR/DISPLAY HARMFUL MATERIAL TO MINOR,43.24(d),PC,MA
37990005,2300,bin_23_sexual_related_materials_prohibited,USES MINOR SELL/DISTR/DISPLAY HARMF MATERIAL,43.24(d),PC,F3
37990007,2300,bin_23_sexual_related_materials_prohibited,PUBLISH/THREAT TO PUBLISH INTIMATE VISUAL MATR,21.16(g),PC,FS
38010001,2400,bin_24_child_endangerment,CHILD ABUSE/NEGLECT ATTEMPT TO INTER W/INV,261.302(f),FC,MB
38010002,2400,bin_24_child_endangerment,CHILD ABUSE/NEGLECT FALSE REPORT W/INT,261.107,FC,FS
38010003,2400,bin_24_child_endangerment,CHILD ABUSE/NEGLECT FAL REPORT W/INT+PREV CONV,261.107,FC,F3
38020001,2400,bin_24_child_endangerment,EMERGENCY POSSESS ABANDON CHILDREN DISCLOSE,262.308(d),FC,MB
38040003,2500,bin_25_bigamy,BIGAMY,25.01(e),PC,F3
38040004,2500,bin_25_bigamy,BIGAMY PROH/PURPORT SPOUSE IS 17 YOA,25.01(e)(1),PC,F2
38040005,2500,bin_25_bigamy,BIGAMY PROH/PURPORT SPOUSE IS <= 16 YOA,25.01(e)(2),PC,F1
38060001,2400,bin_24_child_endangerment,ABANDON/ENDANGER CHILD IMMINENT DANGER BI,22.041(e),PC,F2
38060009,2400,,,,,
38060011,2400,bin_24_child_endangerment,CRIMINAL NONSUPPORT,25.05,PC,FS
38060012,2400,,,,,
38060013,2400,bin_24_child_endangerment,FAIL TO MONITOR/REPORT PERPETRATOR RETURN,262.1015(g),FC,MA
38060014,2400,bin_24_child_endangerment,ISSUE BAD CHECK FOR CHILD SUPPORT,32.41(f),PC,MB
38060016,2400,bin_24_child_endangerment,KNOWINGLY FAIL TO MAKE REQ CHILD ABUSE REPORT,261.109(b),FC,MA
38060017,2400,bin_24_child_endangerment,PROF FAIL TO MAKE REQ CHILD ABUSE REPORT,261.109(c),FC,MA
38060018,2400,bin_24_child_endangerment,PROF FAIL MKE REQ CHLD ABSE RPT INT CNCEAL IAT,261.109(c),FC,FS
38060019,2400,bin_24_child_endangerment,ABANDON ENDANGER CHILD W/INTENT TO RETURN,22.041(d)(1),PC,FS
38060020,2400,bin_24_child_endangerment,ABANDON ENDANGER CHILD W/O INTENT TO RETURN,22.041(d)(2),PC,F3
38060021,2400,bin_24_child_endangerment,ABANDON ENDANGER CHILD INT/KNOW/RECK/CRIM NEG,22.041(f),PC,FS
38990002,2400,bin_24_child_endangerment,PERPETRATOR OF CHILD RETURNS,262.1015(h),FC,MA
38990003,2400,bin_24_child_endangerment,PERPETRATOR OF CHILD RETURNS ENH,262.1015(h),FC,F3
38990005,2400,bin_24_child_endangerment,ADMINISTER MEDICATION TO CHILD W/O PERMISSION,42.065(h),HRC,MA
38990006,2400,bin_24_child_endangerment,EXPLOITATION OF CHILD/ELDERLY/DISABLED,32.53(c),PC,F3
38990007,2400,,,,,
38990012,2600,bin_26_elderly_at_risk_adult_endangerment,FAIL TO REPORT ABUSE/NEGLECT ELDERLY/DISABLED,48.052,HRC,MA
38990013,2700,bin_27_violate_protection_order,VIOL PROTECT ORDER BIAS/PREJUDICE,25.071,PC,MA
38990014,2700,bin_27_violate_protection_order,VIOL PROTECT ORDER BIAS/PREJUD W/2+ PREV CONV,25.071,PC,F3
38990015,2700,,,,,
38990016,2600,bin_26_elderly_at_risk_adult_endangerment,INTERFERENCE W/INVESTIGATION OF ABUSE/NEGLECT,261.3032(b),FC,MB
38990018,3500,,,,,
38990019,3500,,,,,
38990020,2400,bin_24_child_endangerment,FAIL TO RPRT:ABUSE/NEGLECT CHILD ST FACIL IAT,261.109(b),FC,FS
38990021,2600,bin_26_elderly_at_risk_adult_endangerment,FAIL TO REPORT:ABUSE/NEGLECT ELD/DIS STATE FAC,48.052(a),HRC,FS
38990022,2600,bin_26_elderly_at_risk_adult_endangerment,FALSE REPORT OF ABUSE ELDERLY/DISABLE,48.053(b),HRC,MA
38990023,2600,bin_26_elderly_at_risk_adult_endangerment,FAIL TO REPORT ABUSE NEGLECT EXPLTTION ELD/DIS,260A.012(b),HSC,MA
38990024,2600,bin_26_elderly_at_risk_adult_endangerment,INTERFERE W/AUTH ELECTR DEVICE IN RESIDENTS RM,555.162(a),HSC,MB
38990026,2700,bin_27_violate_protection_order,VIOL BOND/PROTECTIVE ORDER 2+ TIMES W/I 12 MO,25.072(e),PC,F3
38990027,2700,bin_27_violate_protection_order,VIOL BOND/PROTECTIVE ORDER,25.07(g),PC,MA
38990028,2700,,,,,
38990029,2700,,,,,
38990030,2400,bin_24_child_endangerment,CHILD CARE FAC EMPL PRSN W/O BCRND CK/FAILD CK,42.056(k),HRC,MB
38990031,2600,bin_26_elderly_at_risk_adult_endangerment,DISCLOSE CONFIDENTIAL INFO DFPS CUSTODY EVAL,107.111(d),FC,MA
38990032,2400,bin_24_child_endangerment,DISCLOSE CONF INVESTIGATIVE ADOPTION RECDS,107.163(d),FC,MA
38990033,2400,bin_24_child_endangerment,UNREGULATED CUSTODY TRANSFER ADOPTED CHILD,25.081(c),PC,F3
38990034,2400,bin_24_child_endangerment,UNREG CUSTODY TRNSFR ADOPTED CHILD SEX OFFENSE,25.081(c),PC,F2
38990035,2400,bin_24_child_endangerment,CHILD CSTDY EVALUATOR RECK DSCLOSE CONFID INFO,107.1111(d),FC,MA
38990036,2400,bin_24_child_endangerment,INTERFERENCE WITH CHILD CUSTODY,25.03(d),PC,FS
38990037,2400,bin_24_child_endangerment,ENTICING A CHILD AWAY FROM CUSTODIAN,25.04(b),PC,MB
38990038,2400,bin_24_child_endangerment,ENTICING CHILD AWAY FRM CUSTODIAN W/INT FELONY,25.04(b),PC,F3
39080002,2800,bin_28_lottery_violations_gambling,POSS GAMBLING DEVICE/EQUIPMENT/PARAPH,47.06,PC,MA
39180002,2800,bin_28_lottery_violations_gambling,SELL LOTTERY TICKET GREATER THAN FIXED PRICE,466.302(b),GC,MA
39180004,2800,bin_28_lottery_violations_gambling,REPORT AND RECORD LOTTERY VIOLATION,466.311(c),GC,MA
39180005,2800,bin_28_lottery_violations_gambling,SELL LOTTERY TICKET AT ILLEGAL LOCATION,466.304(b),GC,MA
39180010,2800,bin_28_lottery_violations_gambling,SELL LOTTERY TICKET UNAUTH PERSON,466.303(c),GC,F3
39180013,2800,bin_28_lottery_violations_gambling,GIFT POLITICAL CONTRIB LOTTERY OFFICER/EMPL,467.106,GC,MA
39180014,2800,bin_28_lottery_violations_gambling,GIFT/POLIT CONTRIB FORMER OFFICER/EMPL:LOTTERY,467.107,GC,MA
39180015,2800,bin_28_lottery_violations_gambling,REPRESENT FORMER LOTTERY OFFICER/EMPL,467.108,GC,MA
39210002,2800,bin_28_lottery_violations_gambling,KEEPING A GAMBLING PLACE,47.04,PC,MA
39210003,2800,bin_28_lottery_violations_gambling,INTENT/KNOW OPERATE GAME ROOM VIOLATION,234.138(b),LGC,MA
39990001,2800,bin_28_lottery_violations_gambling,GAMBLING PROMOTION,47.03,PC,MA
